name,slottime_GMT,slottype,slotavg,pointTitle
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-28 00:00:00,D,2068.974823684,Steam
DuffieldHall.CW.FP/TONS,2016-07-29 00:00:00,D,590.764375000,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-29 00:00:00,D,893.182291666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-29 00:00:00,D,2151.936928985,Steam
DuffieldHall.CW.FP/TONS,2016-07-30 00:00:00,D,459.349041666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-30 00:00:00,D,878.965625000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-30 00:00:00,D,2035.789210144,Steam
DuffieldHall.CW.FP/TONS,2016-07-31 00:00:00,D,594.794191489,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-07-31 00:00:00,D,870.810752688,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-07-31 00:00:00,D,2111.485831818,Steam
DuffieldHall.CW.FP/TONS,2016-08-01 00:00:00,D,653.861000000,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-01 00:00:00,D,889.319791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-01 00:00:00,D,2009.746922054,Steam
DuffieldHall.CW.FP/TONS,2016-08-02 00:00:00,D,583.844208333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-02 00:00:00,D,891.675000000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-02 00:00:00,D,1980.779593243,Steam
DuffieldHall.CW.FP/TONS,2016-08-03 00:00:00,D,552.771583333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-03 00:00:00,D,891.615625000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-03 00:00:00,D,1894.896784805,Steam
DuffieldHall.CW.FP/TONS,2016-08-04 00:00:00,D,566.105145833,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-04 00:00:00,D,894.332291666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-04 00:00:00,D,2049.994186764,Steam
DuffieldHall.CW.FP/TONS,2016-08-05 00:00:00,D,602.772250000,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-05 00:00:00,D,905.685416666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-05 00:00:00,D,2095.249217187,Steam
DuffieldHall.CW.FP/TONS,2016-08-06 00:00:00,D,631.594437500,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-06 00:00:00,D,903.102083333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-06 00:00:00,D,1957.275316417,Steam
DuffieldHall.CW.FP/TONS,2016-08-07 00:00:00,D,435.829593750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-07 00:00:00,D,881.062500000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-07 00:00:00,D,2078.370162121,Steam
DuffieldHall.CW.FP/TONS,2016-08-08 00:00:00,D,374.638494623,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-08 00:00:00,D,877.413541666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-08 00:00:00,D,1988.826495522,Steam
DuffieldHall.CW.FP/TONS,2016-08-09 00:00:00,D,430.086500000,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-09 00:00:00,D,900.696875000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-09 00:00:00,D,2071.180509642,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-10 00:00:00,D,909.588541666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-10 00:00:00,D,1983.272028846,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-11 00:00:00,D,915.157291666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-11 00:00:00,D,1920.464309230,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-12 00:00:00,D,912.358333333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-12 00:00:00,D,1974.353548076,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-13 00:00:00,D,919.427083333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-13 00:00:00,D,1921.097328000,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-14 00:00:00,D,920.595833333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-14 00:00:00,D,2000.987838775,Steam
DuffieldHall.CW.FP/TONS,2016-08-15 00:00:00,D,615.717657894,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-15 00:00:00,D,939.364583333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-15 00:00:00,D,1971.073059615,Steam
DuffieldHall.CW.FP/TONS,2016-08-16 00:00:00,D,657.509697916,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-16 00:00:00,D,922.648958333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-16 00:00:00,D,1977.543820943,Steam
DuffieldHall.CW.FP/TONS,2016-08-17 00:00:00,D,543.213552083,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-17 00:00:00,D,926.141666666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-17 00:00:00,D,2070.160255769,Steam
DuffieldHall.CW.FP/TONS,2016-08-18 00:00:00,D,554.097281250,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-18 00:00:00,D,934.210416666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-18 00:00:00,D,1943.230092592,Steam
DuffieldHall.CW.FP/TONS,2016-08-19 00:00:00,D,491.033520833,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-19 00:00:00,D,908.989583333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-19 00:00:00,D,2020.045120000,Steam
DuffieldHall.CW.FP/TONS,2016-08-20 00:00:00,D,573.933770833,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-20 00:00:00,D,889.960416666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-20 00:00:00,D,2309.128289583,Steam
DuffieldHall.CW.FP/TONS,2016-08-21 00:00:00,D,620.594218750,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-21 00:00:00,D,901.816666666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-21 00:00:00,D,2396.527395833,Steam
DuffieldHall.CW.FP/TONS,2016-08-22 00:00:00,D,375.001708333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-22 00:00:00,D,896.466666666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-22 00:00:00,D,2486.888572916,Steam
DuffieldHall.CW.FP/TONS,2016-08-23 00:00:00,D,312.617181818,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-23 00:00:00,D,897.289583333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-23 00:00:00,D,2503.714250000,Steam
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-24 00:00:00,D,889.928125000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-24 00:00:00,D,2351.562315789,Steam
DuffieldHall.CW.FP/TONS,2016-08-25 00:00:00,D,817.549208333,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-25 00:00:00,D,932.048958333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-25 00:00:00,D,2301.185814583,Steam
DuffieldHall.CW.FP/TONS,2016-08-26 00:00:00,D,708.197427083,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-26 00:00:00,D,957.069791666,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-26 00:00:00,D,2281.155500000,Steam
DuffieldHall.CW.FP/TONS,2016-08-27 00:00:00,D,555.604322916,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-27 00:00:00,D,908.461458333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-27 00:00:00,D,2293.167927083,Steam
DuffieldHall.CW.FP/TONS,2016-08-28 00:00:00,D,631.669302083,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-28 00:00:00,D,898.320833333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-28 00:00:00,D,2248.361137500,Steam
DuffieldHall.CW.FP/TONS,2016-08-29 00:00:00,D,605.797873684,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-29 00:00:00,D,914.262500000,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-29 00:00:00,D,2284.111611458,Steam
DuffieldHall.CW.FP/TONS,2016-08-30 00:00:00,D,389.724791666,Chilled Water
DuffieldHall.Elec.PowerScout3/kWsystem,2016-08-30 00:00:00,D,911.136458333,Electric
DuffieldHall.STM.M22-V/AverageMassFlow,2016-08-30 00:00:00,D,2379.810159375,Steam
DuffieldHall.CW.FP/TONS,2016-08-31 00:00:00,D,491.319343750,Chilled Water
